Azimuth/deg,Zenith/deg
211.11,56.931
210.38,58.268
209.64,59.585
208.88,60.882
209.89,56.942
209.11,58.253
208.31,59.545
207.49,60.817
208.67,56.954
207.83,58.239
206.97,59.505
206.1,60.751
207.44,56.968
206.55,58.225
205.64,59.464
204.72,60.684
206.22,56.982
205.27,58.211
204.31,59.423
203.33,60.616
204.99,56.997
203.99,58.197
202.98,59.381
201.95,60.547
203.77,57.013
202.71,58.184
201.65,59.339
200.56,60.477
202.54,57.031
201.43,58.172
200.31,59.297
199.18,60.405
201.31,57.049
200.15,58.159
198.98,59.254
197.79,60.333
200.08,57.068
198.87,58.147
197.65,59.211
196.41,60.26
198.85,57.088
197.59,58.135
196.32,59.168
195.03,60.186
197.62,57.109
196.31,58.123
194.99,59.125
193.65,60.111
196.39,57.13
195.03,58.112
193.66,59.081
192.27,60.035
195.15,57.153
193.75,58.101
192.33,59.037
190.89,59.958
193.92,57.176
192.47,58.09
191,58.992
189.51,59.88
192.68,57.2
191.19,58.079
189.67,58.948
188.13,59.802
191.45,57.224
189.91,58.069
188.34,58.903
186.76,59.723
190.21,57.25
188.62,58.059
187.01,58.857
185.38,59.643
188.97,57.275
187.34,58.049
185.69,58.812
184.01,59.562
187.73,57.302
186.06,58.039
184.36,58.766
182.63,59.48
186.48,57.329
184.77,58.03
183.03,58.72
181.26,59.398
185.24,57.357
183.49,58.021
181.71,58.674
179.89,59.315
183.99,57.385
182.2,58.011
180.38,58.627
178.52,59.232
182.75,57.414
180.92,58.002
179.06,58.581
177.15,59.148
181.5,57.444
179.63,57.994
177.73,58.534
175.78,59.063
180.25,57.473
178.35,57.985
176.41,58.487
174.42,58.978
179,57.503
177.06,57.976
175.08,58.44
173.05,58.892
177.74,57.534
175.77,57.968
173.76,58.393
171.69,58.806
176.49,57.565
174.49,57.96
172.44,58.345
170.33,58.719
175.23,57.596
173.2,57.952
171.11,58.297
168.97,58.632
173.97,57.628
171.91,57.944
169.79,58.25
167.61,58.544
172.72,57.66
170.62,57.936
168.47,58.202
166.25,58.456
171.45,57.692
169.33,57.928
167.15,58.154
164.89,58.368
170.19,57.724
168.04,57.92
165.83,58.106
163.54,58.279
168.93,57.756
166.75,57.912
164.51,58.058
162.19,58.19
167.66,57.789
165.46,57.904
163.19,58.009
160.83,58.101
166.39,57.822
164.17,57.897
161.87,57.961
159.49,58.012
165.12,57.854
162.88,57.889
160.56,57.912
158.14,57.923
163.85,57.887
161.59,57.881
159.24,57.864
156.79,57.833
162.58,57.92
160.29,57.874
157.92,57.816
155.45,57.743
161.3,57.953
159,57.866
156.61,57.767
154.1,57.653
160.03,57.986
157.71,57.858
155.29,57.719
152.76,57.563
158.75,58.018
156.41,57.851
153.98,57.67
151.43,57.474
157.47,58.051
155.12,57.843
152.66,57.621
150.09,57.384
156.19,58.083
153.82,57.835
151.35,57.573
148.75,57.294
154.9,58.115
152.53,57.827
150.04,57.524
147.42,57.204
153.62,58.147
151.23,57.819
148.73,57.476
146.09,57.115
152.33,58.179
149.93,57.811
147.41,57.428
144.76,57.025
151.04,58.211
148.63,57.803
146.1,57.379
143.43,56.936
149.75,58.242
147.33,57.795
144.79,57.331
142.11,56.847
148.45,58.273
146.03,57.787
143.49,57.283
140.78,56.758
147.16,58.303
144.73,57.778
142.18,57.235
139.46,56.67
145.86,58.333
143.43,57.77
140.87,57.187
138.14,56.581
144.57,58.363
142.13,57.761
139.56,57.139
136.83,56.494
143.26,58.392
140.83,57.752
138.26,57.091
135.51,56.406
141.96,58.421
139.53,57.743
136.95,57.044
134.2,56.319
140.66,58.449
138.23,57.734
135.65,56.996
132.89,56.233
139.35,58.477
136.92,57.725
134.34,56.949
131.58,56.147
138.05,58.504
135.62,57.715
133.04,56.902
130.27,56.061
136.74,58.53
134.31,57.705
131.74,56.855
128.97,55.976
135.43,58.556
133.01,57.695
130.43,56.808
127.67,55.892
134.11,58.581
131.7,57.685
129.13,56.762
126.37,55.808
132.8,58.606
130.4,57.675
127.83,56.715
125.07,55.725
131.48,58.63
129.09,57.664
126.53,56.669
123.77,55.642
130.16,58.653
127.78,57.653
125.23,56.623
122.48,55.561
128.84,58.675
126.47,57.642
123.94,56.578
121.19,55.48
127.52,58.696
125.17,57.63
122.64,56.532
119.9,55.399
126.2,58.717
123.86,57.618
121.34,56.487
118.61,55.32
124.87,58.737
122.55,57.606
120.04,56.442
117.33,55.242
123.55,58.756
121.24,57.594
118.75,56.398
116.05,55.164
122.22,58.774
119.93,57.581
117.45,56.353
114.77,55.087
120.89,58.791
118.61,57.568
116.16,56.309
113.49,55.011
119.56,58.807
117.3,57.555
114.87,56.266
112.21,54.936
118.22,58.822
115.99,57.541
113.57,56.222
110.94,54.862
116.89,58.837
114.68,57.527
112.28,56.179
109.67,54.789
115.55,58.85
113.36,57.513
110.99,56.137
108.4,54.717
114.21,58.862
112.05,57.498
109.7,56.094
107.13,54.647
112.87,58.873
110.73,57.483
108.41,56.052
105.86,54.577
111.53,58.883
109.42,57.468
107.12,56.011
104.6,54.508
110.19,58.892
108.1,57.452
105.83,55.969
103.34,54.441
108.85,58.9
106.79,57.435
104.54,55.928
102.08,54.374
107.5,58.906
105.47,57.419
103.26,55.888
100.82,54.309
106.15,58.912
104.15,57.402
101.97,55.848
99.568,54.245
104.8,58.916
102.83,57.384
100.68,55.808
98.315,54.182
103.45,58.919
101.52,57.367
99.399,55.769
97.064,54.121
102.1,58.921
100.2,57.348
98.114,55.73
95.814,54.06
100.75,58.922
98.878,57.33
96.83,55.691
94.567,54.001
99.396,58.921
97.559,57.311
95.546,55.653
93.321,53.944
98.04,58.92
96.239,57.291
94.263,55.615
92.077,53.887
96.683,58.917
94.918,57.271
92.981,55.578
90.835,53.832
95.325,58.912
93.597,57.251
91.699,55.541
89.594,53.779
93.966,58.907
92.276,57.23
90.417,55.505
88.356,53.726
92.606,58.9
90.954,57.209
89.137,55.469
87.119,53.675
91.244,58.891
89.632,57.187
87.856,55.433
85.884,53.626
89.881,58.882
88.309,57.165
86.577,55.398
84.65,53.578
88.517,58.871
86.986,57.142
85.298,55.363
83.418,53.531
87.152,58.858
85.663,57.119
84.019,55.329
82.187,53.486
85.786,58.844
84.339,57.095
82.741,55.296
80.958,53.442
84.418,58.829
83.015,57.071
81.463,55.262
79.73,53.4
83.05,58.813
81.691,57.046
80.186,55.23
78.504,53.359
81.681,58.795
80.367,57.021
78.909,55.197
77.279,53.319
80.31,58.776
79.042,56.996
77.633,55.166
76.056,53.281
78.939,58.755
77.716,56.97
76.357,55.134
74.833,53.245
77.567,58.733
76.391,56.943
75.081,55.104
73.612,53.21
76.194,58.709
75.065,56.916
73.806,55.073
72.393,53.177
74.82,58.684
73.739,56.889
72.531,55.043
71.174,53.145
73.446,58.658
72.413,56.861
71.257,55.014
69.956,53.114
72.07,58.63
71.086,56.832
69.983,54.985
68.739,53.086
70.694,58.601
69.759,56.803
68.71,54.957
67.524,53.058
69.317,58.57
68.432,56.774
67.436,54.929
66.309,53.032
67.94,58.538
67.105,56.744
66.163,54.901
65.095,53.008
66.561,58.504
65.778,56.713
64.891,54.875
63.882,52.985
65.183,58.469
64.45,56.682
63.618,54.848
62.67,52.964
63.803,58.432
63.122,56.651
62.346,54.822
61.458,52.944
62.423,58.394
61.794,56.619
61.074,54.797
60.247,52.926
61.043,58.355
60.466,56.586
59.803,54.772
59.037,52.909
59.662,58.314
59.138,56.553
58.531,54.747
57.827,52.894
58.28,58.272
57.81,56.52
57.26,54.723
56.618,52.88
56.899,58.228
56.482,56.486
55.989,54.7
55.409,52.867
55.516,58.183
55.153,56.452
54.718,54.677
54.2,52.857
54.134,58.137
53.825,56.417
53.448,54.654
52.992,52.847
52.751,58.089
52.496,56.381
52.177,54.632
51.784,52.839
51.368,58.039
51.168,56.345
50.907,54.61
50.577,52.833
49.984,57.989
49.839,56.309
49.637,54.589
49.369,52.828
48.601,57.937
48.511,56.272
48.367,54.569
48.162,52.824
47.217,57.883
47.182,56.235
47.097,54.548
46.955,52.822
45.833,57.828
45.853,56.197
45.827,54.529
45.747,52.821
44.449,57.772
44.525,56.159
44.557,54.509
44.54,52.821
43.065,57.714
43.196,56.12
43.287,54.49
43.333,52.823
41.681,57.656
41.868,56.081
42.017,54.472
42.125,52.827
40.297,57.595
40.539,56.042
40.747,54.454
40.917,52.831
38.913,57.534
39.211,56.002
39.478,54.436
39.709,52.837
37.529,57.471
37.883,55.961
38.208,54.419
38.501,52.844
36.146,57.407
36.555,55.92
36.938,54.402
37.292,52.853
34.762,57.342
35.227,55.879
35.668,54.386
36.083,52.862
33.379,57.275
33.899,55.837
34.398,54.37
34.873,52.873
31.996,57.207
32.571,55.795
33.128,54.355
33.663,52.885
30.613,57.138
31.244,55.753
31.858,54.34
32.453,52.899
29.23,57.068
29.917,55.71
30.587,54.325
31.241,52.913
27.848,56.996
28.59,55.667
29.317,54.311
30.03,52.929
26.466,56.924
27.263,55.623
28.046,54.297
28.817,52.946
25.085,56.85
25.936,55.579
26.776,54.283
27.604,52.964
23.704,56.775
24.61,55.534
25.505,54.27
26.389,52.982
22.324,56.699
23.284,55.489
24.234,54.257
25.174,53.002
20.944,56.622
21.958,55.444
22.962,54.244
23.959,53.023
19.565,56.544
20.632,55.399
21.691,54.232
22.742,53.045
18.186,56.465
19.307,55.353
20.419,54.22
21.524,53.068
16.809,56.385
17.982,55.307
19.147,54.209
20.305,53.092
15.431,56.304
16.657,55.26
17.875,54.197
19.085,53.117
14.055,56.222
15.333,55.213
16.602,54.187
17.864,53.143
12.679,56.139
14.009,55.166
15.329,54.176
16.642,53.169
11.304,56.055
12.685,55.119
14.056,54.165
15.419,53.196
9.9304,55.97
11.362,55.071
12.783,54.155
14.195,53.225
8.5573,55.884
10.039,55.023
11.509,54.145
12.969,53.253
7.1851,55.798
8.7168,54.975
10.235,54.136
11.742,53.283
5.8139,55.71
7.3948,54.926
8.9607,54.126
10.514,53.313
4.4437,55.622
6.0732,54.877
7.686,54.117
9.284,53.344
3.0746,55.533
4.7521,54.828
6.4108,54.108
8.053,53.376
1.7066,55.444
3.4314,54.779
5.1353,54.1
6.8206,53.408
0.33963,55.354
2.1112,54.729
3.8594,54.091
5.5868,53.441
358.97,55.263
0.79144,54.68
2.583,54.083
4.3515,53.474
357.61,55.171
359.47,54.63
1.3063,54.075
3.1147,53.508
356.25,55.079
358.15,54.58
0.029125,54.067
1.8764,53.542
354.88,54.987
356.84,54.529
358.75,54.059
0.63652,53.577
353.52,54.893
355.52,54.479
357.47,54.051
359.4,53.612
352.16,54.8
354.2,54.428
356.19,54.044
358.15,53.648
350.81,54.706
352.88,54.378
354.92,54.036
356.91,53.684
349.45,54.611
351.57,54.327
353.64,54.029
355.66,53.72
348.09,54.516
350.25,54.276
352.36,54.022
354.41,53.756
346.74,54.421
348.94,54.225
351.08,54.015
353.16,53.793
345.39,54.325
347.62,54.174
349.8,54.008
351.91,53.83
344.04,54.229
346.31,54.122
348.51,54.001
350.66,53.867
342.69,54.133
345,54.071
347.23,53.994
349.4,53.904
341.34,54.036
343.68,54.02
345.95,53.987
348.15,53.941
340,53.94
342.37,53.968
344.67,53.98
346.89,53.978
338.65,53.843
341.06,53.917
343.38,53.973
345.63,54.016
337.31,53.746
339.75,53.865
342.1,53.967
344.37,54.053
335.97,53.649
338.44,53.814
340.81,53.96
343.1,54.09
334.63,53.552
337.13,53.762
339.53,53.953
341.84,54.128
333.29,53.455
335.82,53.711
338.24,53.946
340.57,54.165
331.96,53.358
334.51,53.659
336.96,53.939
339.3,54.202
330.62,53.261
333.21,53.608
335.67,53.932
338.03,54.238
329.29,53.164
331.9,53.556
334.38,53.925
336.76,54.275
327.96,53.067
330.59,53.505
333.1,53.918
335.49,54.311
326.64,52.971
329.29,53.453
331.81,53.911
334.21,54.347
325.31,52.875
327.98,53.402
330.52,53.904
332.93,54.383
323.99,52.779
326.68,53.351
329.23,53.897
331.65,54.419
322.67,52.683
325.38,53.3
327.94,53.889
330.37,54.454
321.35,52.587
324.08,53.249
326.65,53.882
329.09,54.488
320.03,52.492
322.77,53.198
325.36,53.874
327.8,54.522
318.71,52.397
321.47,53.148
324.06,53.866
326.51,54.556
317.4,52.303
320.17,53.097
322.77,53.858
325.22,54.589
316.09,52.209
318.87,53.047
321.48,53.85
323.93,54.622
314.78,52.116
317.58,52.997
320.18,53.841
322.64,54.654
313.47,52.023
316.28,52.947
318.89,53.833
321.34,54.686
312.17,51.931
314.98,52.897
317.6,53.824
320.05,54.717
310.87,51.84
313.68,52.848
316.3,53.815
318.75,54.747
309.57,51.749
312.39,52.798
315,53.806
317.45,54.776
308.27,51.659
311.09,52.749
313.71,53.796
316.15,54.805
306.97,51.569
309.8,52.701
312.41,53.787
314.84,54.833
305.68,51.48
308.51,52.652
311.11,53.777
313.54,54.86
304.39,51.393
307.21,52.604
309.81,53.767
312.23,54.887
303.1,51.305
305.92,52.556
308.51,53.756
310.92,54.912
301.81,51.219
304.63,52.508
307.22,53.745
309.61,54.937
300.53,51.134
303.34,52.461
305.92,53.734
308.3,54.961
299.25,51.05
302.05,52.413
304.61,53.723
306.98,54.984
297.97,50.966
300.76,52.367
303.31,53.711
305.67,55.006
296.69,50.884
299.47,52.32
302.01,53.699
304.35,55.027
295.41,50.802
298.19,52.274
300.71,53.687
303.03,55.047
294.14,50.722
296.9,52.228
299.41,53.674
301.71,55.066
292.87,50.643
295.61,52.183
298.1,53.661
300.39,55.084
291.6,50.565
294.33,52.138
296.8,53.647
299.06,55.101
290.34,50.488
293.04,52.093
295.49,53.634
297.74,55.117
289.07,50.412
291.76,52.049
294.19,53.619
296.41,55.132
287.81,50.338
290.48,52.005
292.88,53.605
295.08,55.145
286.55,50.264
289.19,51.962
291.58,53.59
293.75,55.157
285.29,50.192
287.91,51.919
290.27,53.575
292.42,55.169
284.04,50.121
286.63,51.876
288.96,53.559
291.08,55.179
282.79,50.052
285.35,51.834
287.66,53.543
289.75,55.187
281.53,49.984
284.07,51.792
286.35,53.526
288.41,55.195
280.29,49.917
282.79,51.751
285.04,53.509
287.07,55.201
279.04,49.852
281.52,51.71
283.73,53.491
285.73,55.206
277.79,49.788
280.24,51.669
282.42,53.474
284.39,55.21
276.55,49.726
278.96,51.63
281.11,53.455
283.05,55.212
275.31,49.665
277.69,51.59
279.8,53.436
281.7,55.213
274.07,49.605
276.41,51.551
278.49,53.417
280.36,55.213
272.84,49.547
275.13,51.513
277.18,53.397
279.01,55.211
271.6,49.491
273.86,51.475
275.86,53.377
277.67,55.208
270.37,49.436
272.59,51.437
274.55,53.357
276.32,55.204
269.14,49.383
271.31,51.4
273.24,53.335
274.97,55.198
267.91,49.331
270.04,51.364
271.93,53.314
273.61,55.19
266.68,49.281
268.77,51.328
270.61,53.292
272.26,55.182
265.46,49.232
267.5,51.292
269.3,53.269
270.91,55.171
264.23,49.185
266.23,51.257
267.99,53.246
269.55,55.16
263.01,49.14
264.96,51.223
266.67,53.222
268.2,55.147
261.79,49.096
263.69,51.189
265.36,53.198
266.84,55.132
260.57,49.054
262.42,51.156
264.04,53.173
265.48,55.116
259.35,49.014
261.15,51.123
262.72,53.148
264.12,55.098
258.14,48.975
259.88,51.091
261.41,53.123
262.76,55.079
256.92,48.938
258.61,51.059
260.09,53.096
261.4,55.059
255.71,48.903
257.35,51.028
258.78,53.07
260.04,55.037
254.5,48.869
256.08,50.998
257.46,53.043
258.68,55.013
253.29,48.837
254.81,50.968
256.14,53.015
257.31,54.988
252.08,48.807
253.55,50.938
254.83,52.987
255.95,54.961
250.87,48.778
252.28,50.909
253.51,52.958
254.58,54.933
249.67,48.751
251.02,50.881
252.19,52.928
253.22,54.903
248.46,48.726
249.75,50.853
250.87,52.899
251.85,54.872
247.26,48.703
248.49,50.826
249.55,52.868
250.48,54.839
246.05,48.681
247.23,50.799
248.24,52.837
249.11,54.804
244.85,48.661
245.96,50.773
246.92,52.806
247.74,54.768
243.65,48.643
244.7,50.747
245.6,52.774
246.38,54.731
242.45,48.626
243.44,50.722
244.28,52.742
245.01,54.692
241.25,48.611
242.17,50.698
242.96,52.709
243.63,54.651
240.05,48.598
240.91,50.674
241.64,52.675
242.26,54.609
238.85,48.586
239.65,50.65
240.32,52.641
240.89,54.565
237.65,48.577
238.39,50.628
239,52.607
239.52,54.52
236.45,48.568
237.13,50.605
237.68,52.572
238.15,54.473
235.26,48.562
235.86,50.584
236.36,52.536
236.77,54.425
234.06,48.557
234.6,50.562
235.04,52.5
235.4,54.375
232.86,48.553
233.34,50.542
233.73,52.463
234.03,54.324
231.67,48.552
232.08,50.522
232.41,52.426
232.65,54.271
230.47,48.551
230.82,50.502
231.09,52.389
231.28,54.217
229.27,48.553
229.56,50.483
229.77,52.351
229.91,54.161
228.08,48.556
228.3,50.464
228.45,52.312
228.53,54.104
226.88,48.56
227.04,50.446
227.13,52.273
227.16,54.045
225.69,48.566
225.78,50.429
225.81,52.234
225.78,53.985
224.49,48.574
224.52,50.412
224.49,52.194
224.41,53.924
223.3,48.583
223.26,50.395
223.17,52.153
223.03,53.861
222.1,48.593
222,50.379
221.85,52.112
221.66,53.796
220.9,48.605
220.74,50.363
220.53,52.071
220.29,53.73
219.71,48.619
219.48,50.348
219.21,52.029
218.91,53.663
218.51,48.634
218.22,50.334
217.89,51.987
217.54,53.595
217.31,48.65
216.96,50.32
216.57,51.944
216.16,53.525
216.11,48.667
215.7,50.306
215.25,51.901
214.79,53.453
214.92,48.686
214.44,50.293
213.94,51.857
213.41,53.381
213.72,48.706
213.18,50.28
212.62,51.813
212.04,53.307
212.52,48.728
211.92,50.267
211.3,51.768
210.67,53.232
211.32,48.75
210.66,50.255
209.98,51.724
209.3,53.155
210.12,48.774
209.4,50.244
208.66,51.678
207.92,53.078
208.91,48.799
208.14,50.233
207.35,51.633
206.55,52.999
207.71,48.825
206.87,50.222
206.03,51.587
205.18,52.919
206.51,48.853
205.61,50.212
204.71,51.54
203.81,52.838
205.3,48.881
204.35,50.202
203.4,51.493
202.44,52.755
204.1,48.911
203.09,50.192
202.08,51.446
201.07,52.672
202.89,48.941
201.83,50.183
200.76,51.399
199.7,52.587
201.69,48.973
200.57,50.174
199.45,51.351
198.33,52.502
200.48,49.005
199.3,50.166
198.13,51.303
196.96,52.415
199.27,49.039
198.04,50.158
196.82,51.254
195.6,52.327
198.06,49.073
196.78,50.15
195.5,51.205
194.23,52.238
196.85,49.108
195.52,50.143
194.19,51.156
192.86,52.149
195.63,49.145
194.25,50.135
192.88,51.107
191.5,52.058
194.42,49.181
192.99,50.129
191.56,51.057
190.14,51.966
193.2,49.219
191.73,50.122
190.25,51.007
188.77,51.874
191.98,49.258
190.46,50.116
188.94,50.957
187.41,51.781
190.77,49.297
189.2,50.11
187.62,50.907
186.05,51.687
189.55,49.336
187.93,50.104
186.31,50.856
184.69,51.592
188.33,49.377
186.67,50.098
185,50.805
183.33,51.496
187.1,49.418
185.4,50.093
183.69,50.754
181.97,51.4
185.88,49.459
184.13,50.088
182.38,50.702
180.62,51.302
184.65,49.502
182.87,50.083
181.07,50.651
179.26,51.205
183.42,49.544
181.6,50.078
179.76,50.599
177.91,51.106
182.2,49.587
180.33,50.073
178.45,50.547
176.56,51.007
180.96,49.63
179.07,50.069
177.15,50.495
175.2,50.908
179.73,49.674
177.8,50.065
175.84,50.443
173.85,50.808
178.5,49.718
176.53,50.061
174.53,50.391
172.5,50.707
177.26,49.763
175.26,50.057
173.22,50.338
171.16,50.606
176.02,49.807
173.99,50.053
171.92,50.286
169.81,50.505
174.79,49.852
172.72,50.049
170.61,50.233
168.47,50.403
173.54,49.897
171.45,50.045
169.31,50.18
167.12,50.301
172.3,49.943
170.18,50.042
168.01,50.128
165.78,50.198
171.06,49.988
168.91,50.038
166.7,50.075
164.44,50.096
169.81,50.033
167.63,50.035
165.4,50.022
163.1,49.993
168.56,50.079
166.36,50.031
164.1,49.969
161.77,49.89
167.31,50.124
165.09,50.028
162.8,49.916
160.43,49.786
166.06,50.17
163.81,50.025
161.5,49.863
159.1,49.683
164.81,50.215
162.54,50.021
160.2,49.81
157.77,49.579
163.55,50.26
161.26,50.018
158.9,49.757
156.44,49.476
162.3,50.305
159.99,50.015
157.6,49.705
155.11,49.372
161.04,50.35
158.71,50.011
156.3,49.652
153.78,49.269
159.78,50.394
157.44,50.008
155,49.599
152.46,49.166
158.51,50.439
156.16,50.004
153.71,49.546
151.14,49.063
157.25,50.483
154.88,50.001
152.41,49.494
149.82,48.959
155.98,50.527
153.6,49.997
151.11,49.441
148.5,48.857
154.71,50.57
152.33,49.993
149.82,49.389
147.18,48.754
153.44,50.613
151.05,49.989
148.53,49.337
145.87,48.652
152.17,50.655
149.77,49.985
147.23,49.285
144.55,48.55
150.9,50.697
148.49,49.981
145.94,49.233
143.24,48.448
149.62,50.739
147.2,49.977
144.65,49.181
141.93,48.347
148.34,50.78
145.92,49.972
143.36,49.13
140.63,48.247
147.06,50.82
144.64,49.968
142.07,49.078
139.32,48.146
145.78,50.86
143.36,49.963
140.78,49.027
138.02,48.047
144.5,50.899
142.07,49.958
139.49,48.976
136.72,47.948
143.21,50.937
140.79,49.953
138.2,48.926
135.42,47.849
141.93,50.975
139.51,49.948
136.92,48.875
134.13,47.752
140.64,51.012
138.22,49.942
135.63,48.825
132.84,47.655
139.35,51.048
136.94,49.936
134.35,48.775
131.54,47.558
138.06,51.084
135.65,49.93
133.06,48.725
130.26,47.463
136.76,51.118
134.36,49.924
131.78,48.676
128.97,47.368
135.47,51.152
133.07,49.917
130.5,48.627
127.69,47.275
134.17,51.185
131.79,49.91
129.21,48.578
126.4,47.182
132.87,51.217
130.5,49.903
127.93,48.53
125.12,47.09
131.57,51.248
129.21,49.895
126.65,48.482
123.85,46.999
130.26,51.277
127.92,49.888
125.37,48.435
122.57,46.909
128.96,51.306
126.63,49.879
124.09,48.387
121.3,46.82
127.65,51.334
125.34,49.871
122.81,48.34
120.03,46.733
126.35,51.361
124.05,49.862
121.54,48.294
118.76,46.646
125.04,51.387
122.76,49.853
120.26,48.248
117.5,46.561
123.72,51.411
121.46,49.843
118.98,48.202
116.23,46.476
122.41,51.435
120.17,49.833
117.71,48.157
114.97,46.393
121.1,51.457
118.88,49.823
116.43,48.112
113.71,46.312
119.78,51.478
117.58,49.812
115.16,48.068
112.46,46.232
118.46,51.498
116.29,49.801
113.89,48.024
111.2,46.153
117.14,51.516
114.99,49.79
112.62,47.981
109.95,46.075
115.82,51.534
113.7,49.778
111.34,47.938
108.7,45.999
114.5,51.55
112.4,49.766
110.07,47.895
107.45,45.924
113.18,51.564
111.11,49.753
108.8,47.853
106.21,45.851
111.85,51.578
109.81,49.74
107.53,47.812
104.97,45.779
110.52,51.59
108.51,49.726
106.27,47.771
103.73,45.709
109.2,51.6
107.21,49.712
105,47.73
102.49,45.64
107.87,51.61
105.91,49.697
103.73,47.691
101.25,45.573
106.54,51.618
104.62,49.682
102.46,47.651
100.02,45.508
105.2,51.624
103.32,49.667
101.2,47.612
98.785,45.444
103.87,51.629
102.02,49.651
99.934,47.574
97.555,45.382
102.54,51.633
100.72,49.634
98.669,47.536
96.328,45.322
101.2,51.635
99.416,49.617
97.406,47.499
95.102,45.263
99.863,51.635
98.115,49.6
96.143,47.463
93.879,45.206
98.525,51.634
96.814,49.582
94.88,47.427
92.657,45.151
97.185,51.632
95.512,49.563
93.618,47.391
91.438,45.098
95.844,51.628
94.21,49.544
92.357,47.357
90.22,45.046
94.503,51.622
92.908,49.525
91.096,47.323
89.004,44.997
93.16,51.615
91.605,49.505
89.836,47.289
87.79,44.949
91.816,51.606
90.302,49.484
88.577,47.256
86.578,44.903
90.471,51.596
88.998,49.463
87.318,47.224
85.368,44.859
89.125,51.584
87.695,49.442
86.06,47.192
84.159,44.816
87.778,51.571
86.39,49.42
84.802,47.161
82.952,44.776
86.43,51.556
85.086,49.397
83.545,47.13
81.746,44.737
85.081,51.539
83.781,49.374
82.288,47.1
80.542,44.701
83.731,51.521
82.476,49.35
81.032,47.071
79.34,44.666
82.381,51.501
81.171,49.326
79.776,47.043
78.139,44.634
81.03,51.479
79.866,49.301
78.52,47.015
76.939,44.603
79.677,51.456
78.56,49.275
77.266,46.987
75.741,44.574
78.325,51.431
77.254,49.249
76.011,46.961
74.544,44.547
76.971,51.404
75.948,49.223
74.757,46.934
73.349,44.522
75.617,51.376
74.642,49.196
73.504,46.909
72.154,44.499
74.262,51.346
73.335,49.168
72.25,46.884
70.961,44.478
72.906,51.315
72.029,49.14
70.998,46.86
69.769,44.459
71.55,51.282
70.722,49.111
69.745,46.837
68.577,44.442
70.193,51.247
69.415,49.082
68.493,46.814
67.387,44.426
68.836,51.211
68.108,49.052
67.241,46.792
66.198,44.413
67.479,51.173
66.8,49.022
65.99,46.77
65.009,44.402
66.12,51.133
65.493,48.991
64.739,46.749
63.821,44.392
64.762,51.092
64.186,48.959
63.488,46.729
62.634,44.385
63.403,51.048
62.878,48.927
62.237,46.709
61.447,44.379
62.044,51.004
61.571,48.895
60.987,46.69
60.261,44.375
60.684,50.958
60.263,48.862
59.737,46.672
59.076,44.374
59.324,50.91
58.955,48.828
58.487,46.654
57.891,44.374
57.964,50.86
57.648,48.794
57.237,46.637
56.706,44.375
56.604,50.809
56.34,48.759
55.987,46.62
55.522,44.379
55.243,50.756
55.032,48.724
54.738,46.604
54.338,44.385
53.882,50.702
53.725,48.688
53.489,46.589
53.154,44.392
52.521,50.646
52.417,48.652
52.24,46.574
51.97,44.401
51.161,50.588
51.11,48.615
50.991,46.56
50.787,44.412
49.8,50.529
49.802,48.578
49.742,46.546
49.603,44.425
48.439,50.469
48.495,48.54
48.493,46.533
48.419,44.439
47.078,50.407
47.187,48.502
47.244,46.521
47.235,44.455
45.717,50.343
45.88,48.463
45.995,46.509
46.051,44.473
44.356,50.278
44.573,48.424
44.747,46.498
44.867,44.492
42.996,50.211
43.266,48.384
43.498,46.487
43.683,44.513
41.635,50.143
41.959,48.344
42.249,46.477
42.498,44.536
40.275,50.073
40.653,48.303
41,46.467
41.312,44.56
38.915,50.002
39.346,48.262
39.752,46.458
40.126,44.585
37.556,49.93
38.04,48.221
38.503,46.45
38.94,44.613
36.196,49.856
36.734,48.178
37.254,46.442
37.753,44.641
34.837,49.781
35.428,48.136
36.005,46.434
36.565,44.671
33.479,49.704
34.122,48.093
34.756,46.427
35.377,44.703
32.121,49.626
32.817,48.05
33.506,46.421
34.188,44.736
30.763,49.547
31.512,48.006
32.257,46.415
32.998,44.77
29.406,49.466
30.207,47.962
31.008,46.409
31.807,44.806
28.049,49.384
28.903,47.917
29.758,46.404
30.615,44.843
26.693,49.301
27.598,47.872
28.508,46.4
29.422,44.881
25.338,49.217
26.294,47.827
27.258,46.396
28.228,44.92
23.983,49.131
24.991,47.781
26.007,46.392
27.034,44.961
22.629,49.044
23.688,47.735
24.757,46.388
25.838,45.003
21.275,48.956
22.385,47.689
23.506,46.386
24.641,45.045
19.923,48.867
21.082,47.642
22.255,46.383
23.442,45.089
18.571,48.777
19.78,47.595
21.004,46.381
22.243,45.134
17.22,48.686
18.478,47.548
19.752,46.379
21.042,45.18
15.87,48.594
17.177,47.5
18.5,46.378
19.84,45.227
14.521,48.5
15.876,47.452
17.248,46.377
18.636,45.275
13.172,48.406
14.576,47.404
15.995,46.376
17.431,45.324
11.825,48.311
13.276,47.355
14.742,46.376
16.225,45.373
10.479,48.215
11.977,47.307
13.489,46.376
15.017,45.423
9.1333,48.118
10.677,47.258
12.235,46.376
13.808,45.474
7.7891,48.02
9.379,47.208
10.981,46.377
12.597,45.526
6.4461,47.921
8.081,47.159
9.7268,46.378
11.385,45.579
5.1042,47.822
6.7835,47.109
8.472,46.379
10.171,45.632
3.7635,47.722
5.4865,47.059
