Azimuth/deg,Zenith/deg
105.26,46.03
104.76,43.537
104.2,40.87
103.58,37.987
103.93,46.05
103.47,43.544
102.97,40.862
102.41,37.962
102.6,46.068
102.19,43.55
101.74,40.855
101.23,37.938
101.28,46.085
100.91,43.556
100.51,40.848
100.06,37.918
99.947,46.1
99.631,43.561
99.284,40.842
98.893,37.899
98.619,46.113
98.35,43.566
98.055,40.838
97.723,37.883
97.29,46.124
97.068,43.57
96.826,40.833
96.553,37.87
95.961,46.133
95.787,43.574
95.597,40.83
95.384,37.858
94.632,46.141
94.505,43.576
94.368,40.828
94.215,37.85
93.303,46.147
93.224,43.579
93.139,40.826
93.046,37.844
91.974,46.151
91.942,43.581
91.91,40.825
91.877,37.84
90.645,46.153
90.661,43.582
90.681,40.825
90.708,37.839
89.316,46.153
89.379,43.582
89.452,40.826
89.54,37.84
87.987,46.152
88.098,43.582
88.224,40.828
88.371,37.843
86.658,46.148
86.816,43.582
86.995,40.83
87.202,37.849
85.329,46.143
85.535,43.58
85.766,40.834
86.033,37.858
84,46.136
84.253,43.579
84.537,40.838
84.863,37.869
82.672,46.127
82.972,43.576
83.308,40.843
83.693,37.882
81.343,46.116
81.69,43.573
82.078,40.848
82.523,37.898
80.015,46.104
80.409,43.57
80.849,40.855
81.352,37.917
78.687,46.09
79.128,43.565
79.619,40.862
80.181,37.937
77.36,46.074
77.847,43.561
78.39,40.871
79.009,37.96
76.033,46.056
76.566,43.556
77.16,40.88
77.836,37.986
74.706,46.036
75.286,43.55
75.93,40.889
76.663,38.014
73.38,46.015
74.005,43.543
74.699,40.9
75.488,38.044
72.054,45.991
72.725,43.536
73.469,40.911
74.313,38.076
70.729,45.966
71.445,43.529
72.238,40.923
73.137,38.111
69.404,45.94
70.165,43.521
71.007,40.936
71.96,38.148
68.08,45.911
68.885,43.512
69.776,40.95
70.782,38.188
66.757,45.881
67.606,43.503
68.544,40.964
69.603,38.229
65.434,45.849
66.327,43.493
67.312,40.98
68.422,38.273
64.112,45.815
65.048,43.483
66.079,40.996
67.241,38.319
62.79,45.78
63.769,43.472
64.847,41.012
66.058,38.367
61.47,45.743
62.49,43.461
63.614,41.03
64.874,38.418
60.15,45.705
61.212,43.449
62.38,41.048
63.688,38.47
58.831,45.664
59.935,43.437
61.146,41.067
62.501,38.524
57.512,45.623
58.657,43.424
59.912,41.086
61.313,38.581
56.195,45.579
57.38,43.411
58.677,41.106
60.123,38.639
54.878,45.534
56.103,43.397
57.442,41.127
58.931,38.699
53.563,45.488
54.827,43.383
56.207,41.149
57.738,38.761
52.248,45.44
53.551,43.368
54.97,41.171
56.543,38.825
50.935,45.39
52.275,43.353
53.734,41.194
55.347,38.891
49.623,45.339
51,43.337
52.497,41.218
54.149,38.959
48.311,45.286
49.725,43.321
51.259,41.242
52.949,39.028
47.001,45.232
48.45,43.305
50.021,41.267
51.747,39.099
45.692,45.177
47.176,43.288
48.783,41.292
50.544,39.172
44.384,45.12
45.903,43.27
47.543,41.318
49.338,39.246
43.077,45.062
44.629,43.253
46.304,41.345
48.131,39.322
41.772,45.002
43.357,43.235
45.063,41.372
46.922,39.4
40.467,44.941
42.084,43.216
43.823,41.4
45.711,39.478
39.165,44.879
40.813,43.197
42.581,41.428
44.499,39.559
37.863,44.816
39.541,43.178
41.339,41.457
43.284,39.64
36.563,44.751
38.271,43.158
40.096,41.486
42.067,39.723
35.264,44.685
37,43.139
38.853,41.516
40.848,39.807
33.966,44.618
35.73,43.118
37.609,41.546
39.628,39.893
32.67,44.55
34.461,43.098
36.365,41.577
38.405,39.979
31.376,44.481
33.192,43.077
35.12,41.608
37.18,40.067
30.083,44.41
31.924,43.056
33.874,41.64
35.953,40.156
28.791,44.339
30.656,43.035
32.628,41.672
34.724,40.246
27.501,44.266
29.389,43.013
31.381,41.705
33.493,40.337
26.213,44.193
28.123,42.991
30.133,41.738
32.26,40.428
24.926,44.119
26.857,42.969
28.884,41.771
31.025,40.521
23.641,44.043
25.591,42.947
27.635,41.805
29.788,40.615
22.357,43.967
24.326,42.924
26.386,41.839
28.549,40.709
21.075,43.89
23.062,42.901
25.135,41.873
27.308,40.804
19.795,43.812
21.798,42.878
23.884,41.908
26.065,40.899
18.517,43.734
20.535,42.855
22.633,41.943
24.819,40.996
17.24,43.655
19.273,42.832
21.38,41.979
23.572,41.092
15.965,43.575
18.011,42.809
20.127,42.014
22.322,41.19
14.692,43.494
16.749,42.785
18.873,42.05
21.071,41.288
13.42,43.413
15.489,42.762
17.619,42.086
19.817,41.386
12.151,43.331
14.228,42.738
16.364,42.123
18.562,41.484
10.883,43.249
12.969,42.714
15.108,42.159
17.304,41.583
9.6167,43.166
11.71,42.69
13.851,42.196
16.045,41.682
8.3525,43.083
10.452,42.666
12.594,42.233
14.783,41.782
7.0902,43
9.1939,42.643
11.336,42.27
13.52,41.881
5.8298,42.916
7.9368,42.619
10.078,42.307
12.254,41.981
4.5712,42.831
6.6804,42.595
8.8183,42.345
10.987,42.081
3.3146,42.747
5.4245,42.571
7.5583,42.382
9.7172,42.181
2.0599,42.662
4.1693,42.547
6.2977,42.42
8.4459,42.28
0.80708,42.577
2.9147,42.523
5.0363,42.457
7.1727,42.38
359.56,42.492
1.6607,42.499
3.7743,42.495
5.8976,42.48
358.31,42.407
0.40734,42.476
2.5117,42.533
4.6207,42.579
357.06,42.322
359.15,42.452
1.2483,42.571
3.3419,42.678
355.82,42.237
357.9,42.429
359.98,42.609
2.0613,42.777
354.57,42.152
356.65,42.405
358.72,42.647
0.77886,42.876
353.33,42.067
355.4,42.382
357.45,42.685
359.49,42.974
352.09,41.982
354.15,42.359
356.19,42.722
358.21,43.072
350.85,41.898
352.9,42.336
354.92,42.76
356.92,43.17
349.62,41.814
351.65,42.313
353.65,42.798
355.63,43.267
348.39,41.729
350.4,42.291
352.39,42.836
354.34,43.364
347.16,41.646
349.15,42.269
351.12,42.873
353.05,43.46
345.93,41.562
347.91,42.247
349.85,42.911
351.75,43.555
344.7,41.48
346.66,42.225
348.58,42.948
350.46,43.65
343.47,41.397
345.41,42.203
347.31,42.985
349.16,43.744
342.25,41.315
344.17,42.182
346.04,43.022
347.86,43.837
341.03,41.234
342.92,42.161
344.77,43.059
346.56,43.93
339.81,41.154
341.68,42.141
343.49,43.096
345.26,44.022
338.59,41.074
340.43,42.12
342.22,43.133
343.95,44.113
337.37,40.995
339.19,42.1
340.95,43.169
342.65,44.203
336.16,40.916
337.95,42.081
339.67,43.205
341.34,44.292
334.95,40.839
336.71,42.061
338.4,43.241
340.04,44.38
333.74,40.762
335.46,42.043
337.12,43.277
338.73,44.467
332.53,40.686
334.22,42.024
335.85,43.312
337.42,44.554
331.32,40.611
332.98,42.006
334.57,43.347
336.1,44.639
330.12,40.538
331.74,41.989
333.3,43.382
334.79,44.723
328.91,40.465
330.5,41.971
332.02,43.417
333.48,44.806
327.71,40.393
329.26,41.955
330.74,43.451
332.16,44.888
326.51,40.323
328.02,41.939
329.46,43.485
330.85,44.969
325.31,40.254
326.78,41.923
328.19,43.519
329.53,45.048
324.12,40.186
325.55,41.908
326.91,43.552
328.21,45.127
322.92,40.119
324.31,41.893
325.63,43.585
326.89,45.204
321.73,40.054
323.07,41.879
324.35,43.617
325.57,45.279
320.54,39.99
321.83,41.865
323.07,43.649
324.25,45.354
319.35,39.928
320.6,41.852
321.79,43.681
322.92,45.427
318.16,39.867
319.36,41.839
320.51,43.713
321.6,45.499
316.97,39.808
318.13,41.827
319.22,43.744
320.28,45.569
315.78,39.75
316.89,41.816
317.94,43.774
318.95,45.638
314.6,39.694
315.66,41.805
316.66,43.804
317.62,45.705
313.41,39.639
314.42,41.795
315.38,43.834
316.3,45.771
312.23,39.586
313.19,41.786
314.1,43.863
314.97,45.836
311.05,39.535
311.95,41.777
312.81,43.892
313.64,45.899
309.87,39.486
310.72,41.768
311.53,43.92
312.31,45.96
308.69,39.438
309.48,41.761
310.25,43.948
310.98,46.02
307.51,39.393
308.25,41.754
308.96,43.976
309.65,46.079
306.34,39.349
307.02,41.748
307.68,44.002
308.32,46.135
305.16,39.307
305.78,41.742
306.39,44.029
306.99,46.191
303.98,39.267
304.55,41.737
305.11,44.055
305.66,46.244
302.81,39.229
303.32,41.733
303.82,44.08
304.33,46.296
301.63,39.194
302.09,41.729
302.54,44.105
302.99,46.346
300.46,39.16
300.85,41.726
301.25,44.129
301.66,46.395
299.29,39.128
299.62,41.724
299.97,44.153
300.33,46.442
298.12,39.098
298.39,41.723
298.68,44.176
298.99,46.487
296.94,39.071
297.16,41.722
297.4,44.199
297.66,46.531
295.77,39.045
295.92,41.722
296.11,44.221
296.32,46.572
294.6,39.022
294.69,41.723
294.82,44.243
294.99,46.612
293.43,39.001
293.46,41.725
293.54,44.264
293.65,46.651
292.26,38.983
292.23,41.727
292.25,44.284
292.32,46.687
291.09,38.966
290.99,41.73
290.96,44.304
290.98,46.722
289.92,38.952
289.76,41.734
289.68,44.324
289.65,46.755
288.75,38.94
288.53,41.739
288.39,44.343
288.31,46.786
287.58,38.93
287.3,41.744
287.1,44.361
286.98,46.816
286.41,38.923
286.06,41.75
285.82,44.379
285.64,46.844
285.24,38.918
284.83,41.757
284.53,44.396
284.31,46.87
284.07,38.915
283.6,41.765
283.24,44.412
282.97,46.894
282.9,38.915
282.37,41.774
281.96,44.428
281.64,46.916
281.72,38.917
281.13,41.783
280.67,44.444
280.3,46.937
280.55,38.921
279.9,41.793
279.38,44.458
278.97,46.955
279.38,38.928
278.67,41.804
278.1,44.473
277.63,46.972
278.21,38.937
277.43,41.816
276.81,44.486
276.3,46.987
277.03,38.948
276.2,41.828
275.53,44.499
274.96,47.001
275.86,38.962
274.97,41.841
274.24,44.512
273.63,47.012
274.68,38.978
273.73,41.855
272.95,44.524
272.3,47.022
273.5,38.997
272.5,41.87
271.67,44.535
270.96,47.03
272.33,39.018
271.26,41.886
270.38,44.546
269.63,47.036
271.15,39.041
270.03,41.902
269.1,44.556
268.3,47.04
269.97,39.067
268.79,41.919
267.81,44.565
266.97,47.043
268.79,39.094
267.56,41.937
266.52,44.574
265.64,47.044
267.61,39.125
266.32,41.956
265.24,44.583
264.31,47.043
266.42,39.157
265.08,41.975
263.95,44.59
262.98,47.04
265.24,39.192
263.85,41.996
262.67,44.598
261.65,47.036
264.05,39.229
262.61,42.017
261.38,44.604
260.32,47.029
262.87,39.268
261.37,42.038
260.1,44.611
258.99,47.021
261.68,39.31
260.13,42.061
258.82,44.616
257.67,47.012
260.49,39.354
258.89,42.084
257.53,44.621
256.34,47
259.3,39.399
257.65,42.108
256.25,44.626
255.02,46.987
258.1,39.448
256.41,42.133
254.97,44.63
253.69,46.972
256.91,39.498
255.17,42.158
253.68,44.633
252.37,46.956
255.71,39.55
253.93,42.184
252.4,44.636
251.05,46.938
254.51,39.605
252.69,42.211
251.12,44.638
249.73,46.918
253.31,39.661
251.45,42.239
249.84,44.64
248.41,46.897
252.11,39.72
250.21,42.267
248.55,44.642
247.09,46.874
250.91,39.78
248.96,42.296
247.27,44.642
245.77,46.849
249.7,39.843
247.72,42.326
245.99,44.643
244.45,46.823
248.49,39.907
246.48,42.356
244.71,44.643
243.13,46.795
247.28,39.974
245.23,42.387
243.43,44.642
241.82,46.766
246.07,40.042
243.99,42.418
242.15,44.641
240.51,46.735
244.86,40.112
242.74,42.45
240.87,44.639
239.19,46.702
243.64,40.184
241.49,42.483
239.59,44.637
237.88,46.669
242.43,40.257
240.25,42.517
238.31,44.635
236.57,46.633
241.21,40.333
239,42.551
237.04,44.632
235.26,46.597
239.99,40.41
237.75,42.586
235.76,44.628
233.96,46.558
238.76,40.488
236.5,42.621
234.48,44.624
232.65,46.519
237.54,40.568
235.25,42.657
233.2,44.62
231.34,46.478
236.31,40.65
234,42.693
231.93,44.616
230.04,46.436
235.08,40.733
232.75,42.73
230.65,44.611
228.74,46.392
233.84,40.818
231.5,42.767
229.38,44.605
227.44,46.347
232.61,40.904
230.24,42.805
228.1,44.599
226.14,46.301
231.37,40.992
228.99,42.844
226.83,44.593
224.84,46.254
230.13,41.08
227.74,42.883
225.55,44.587
223.55,46.205
228.89,41.171
226.48,42.922
224.28,44.58
222.25,46.155
227.65,41.262
225.23,42.962
223.01,44.573
220.96,46.105
226.4,41.354
223.97,43.003
221.74,44.565
219.67,46.053
225.16,41.448
222.71,43.044
220.46,44.557
218.38,45.999
223.91,41.543
221.45,43.085
219.19,44.549
217.09,45.945
222.65,41.638
220.2,43.126
217.92,44.541
215.8,45.89
221.4,41.735
218.94,43.169
216.65,44.532
214.52,45.834
220.14,41.833
217.68,43.211
215.38,44.523
213.24,45.777
218.88,41.932
216.42,43.254
214.11,44.514
211.95,45.719
217.62,42.031
215.15,43.297
212.85,44.505
210.67,45.66
216.36,42.131
213.89,43.341
211.58,44.495
209.4,45.6
215.09,42.232
212.63,43.385
210.31,44.485
208.12,45.539
213.83,42.334
211.36,43.429
209.05,44.475
206.85,45.478
212.56,42.436
210.1,43.473
207.78,44.465
205.57,45.416
211.28,42.539
208.83,43.518
206.51,44.455
204.3,45.353
210.01,42.643
207.57,43.563
205.25,44.444
203.03,45.289
208.73,42.747
206.3,43.608
203.98,44.433
201.77,45.225
207.46,42.851
205.03,43.654
202.72,44.422
200.5,45.16
206.18,42.956
203.77,43.699
201.46,44.412
199.24,45.095
204.89,43.061
202.5,43.745
200.2,44.401
197.98,45.029
203.61,43.167
201.23,43.792
198.93,44.389
196.72,44.963
202.32,43.273
199.96,43.838
197.67,44.378
195.46,44.896
201.04,43.379
198.69,43.884
196.41,44.367
194.2,44.829
199.75,43.485
197.41,43.931
195.15,44.356
192.95,44.761
198.45,43.591
196.14,43.978
193.89,44.344
191.7,44.693
197.16,43.698
194.87,44.024
192.63,44.333
190.45,44.625
195.86,43.804
193.59,44.071
191.37,44.322
189.2,44.557
194.57,43.911
192.32,44.118
190.12,44.31
187.95,44.488
193.27,44.017
191.04,44.165
188.86,44.299
186.71,44.419
191.97,44.123
189.77,44.213
187.6,44.288
185.47,44.35
190.66,44.23
188.49,44.26
186.35,44.277
184.23,44.282
189.36,44.335
187.21,44.307
185.09,44.266
182.99,44.213
188.05,44.441
185.93,44.354
183.83,44.255
181.75,44.144
186.74,44.546
184.65,44.401
182.58,44.244
180.52,44.075
185.43,44.652
183.38,44.448
181.33,44.233
179.29,44.006
184.12,44.756
182.09,44.495
180.07,44.222
178.05,43.938
182.81,44.86
180.81,44.543
178.82,44.212
176.83,43.869
181.49,44.964
179.53,44.59
177.57,44.201
175.6,43.801
180.18,45.068
178.25,44.636
176.32,44.191
174.37,43.733
178.86,45.17
176.97,44.683
175.06,44.181
173.15,43.666
177.54,45.273
175.68,44.73
173.81,44.172
171.93,43.599
176.22,45.374
174.4,44.776
172.56,44.162
170.71,43.532
174.9,45.475
173.12,44.823
171.31,44.153
169.49,43.466
173.58,45.575
171.83,44.869
170.06,44.144
168.27,43.4
172.25,45.675
170.54,44.915
168.81,44.135
167.06,43.335
170.93,45.774
169.26,44.961
167.57,44.126
165.85,43.27
169.6,45.872
167.97,45.007
166.32,44.118
164.64,43.206
168.27,45.969
166.68,45.052
165.07,44.11
163.43,43.143
166.94,46.065
165.4,45.097
163.82,44.103
162.22,43.081
165.61,46.16
164.11,45.142
162.58,44.096
161.01,43.019
164.28,46.255
162.82,45.187
161.33,44.089
159.81,42.958
162.95,46.348
161.53,45.232
160.08,44.082
158.61,42.898
161.61,46.44
160.24,45.276
158.84,44.076
157.4,42.839
160.28,46.532
158.95,45.32
157.59,44.07
156.2,42.781
158.94,46.622
157.66,45.364
156.35,44.065
155.01,42.724
157.6,46.711
156.37,45.407
155.1,44.06
153.81,42.668
156.27,46.799
155.08,45.45
153.86,44.055
152.61,42.613
154.93,46.886
153.78,45.493
152.62,44.051
151.42,42.559
153.59,46.972
152.49,45.535
151.37,44.048
150.23,42.506
152.25,47.056
151.2,45.577
150.13,44.044
149.04,42.454
150.91,47.139
149.9,45.618
148.89,44.042
147.85,42.404
149.56,47.221
148.61,45.66
147.64,44.039
146.66,42.355
148.22,47.302
147.32,45.701
146.4,44.038
145.47,42.308
146.88,47.381
146.02,45.741
145.16,44.037
144.28,42.261
145.53,47.459
144.73,45.781
143.92,44.036
143.1,42.217
144.19,47.536
143.43,45.821
142.67,44.036
141.91,42.173
142.84,47.611
142.14,45.86
141.43,44.036
140.73,42.131
141.5,47.685
140.84,45.899
140.19,44.037
139.54,42.091
140.15,47.757
139.55,45.937
138.95,44.038
138.36,42.052
138.8,47.828
138.25,45.975
137.71,44.041
137.18,42.015
137.46,47.897
136.95,46.012
136.47,44.043
136,41.979
136.11,47.965
135.66,46.049
135.23,44.046
134.82,41.945
134.76,48.032
134.36,46.086
133.99,44.05
133.64,41.913
133.41,48.096
133.06,46.122
132.74,44.055
132.46,41.883
132.07,48.16
131.77,46.157
131.5,44.06
131.28,41.854
130.72,48.221
130.47,46.192
130.26,44.065
130.11,41.827
129.37,48.282
129.17,46.227
129.02,44.072
128.93,41.802
128.02,48.34
127.87,46.261
127.78,44.079
127.75,41.778
126.67,48.397
126.58,46.294
126.54,44.086
126.58,41.757
125.32,48.452
125.28,46.327
125.3,44.094
125.4,41.737
123.97,48.506
123.98,46.36
124.06,44.103
124.22,41.72
122.62,48.558
122.68,46.391
122.82,44.113
123.05,41.704
121.27,48.609
121.39,46.423
121.58,44.123
121.87,41.69
119.92,48.657
120.09,46.454
120.34,44.134
120.69,41.678
118.57,48.704
118.79,46.484
119.09,44.145
119.52,41.668
117.22,48.75
117.49,46.514
117.85,44.158
118.34,41.661
115.87,48.794
116.19,46.543
116.61,44.171
117.16,41.655
114.53,48.835
114.89,46.572
115.37,44.184
115.98,41.651
113.18,48.876
113.6,46.6
114.13,44.198
114.81,41.65
111.83,48.914
112.3,46.627
112.89,44.213
113.63,41.65
110.48,48.951
111,46.654
111.64,44.229
112.45,41.653
109.13,48.986
109.7,46.681
110.4,44.246
111.27,41.657
107.78,49.02
108.4,46.706
109.16,44.263
110.09,41.664
106.44,49.051
107.11,46.732
107.91,44.28
108.91,41.673
105.09,49.081
105.81,46.756
106.67,44.299
107.73,41.684
103.74,49.11
104.51,46.78
105.43,44.318
106.54,41.697
102.4,49.136
103.21,46.804
104.18,44.338
105.36,41.712
101.05,49.161
101.92,46.827
102.94,44.359
104.18,41.73
99.708,49.184
100.62,46.849
101.69,44.38
102.99,41.749
98.364,49.205
99.321,46.871
100.45,44.402
101.8,41.771
97.02,49.225
98.024,46.893
99.203,44.425
100.62,41.795
95.677,49.243
96.728,46.913
97.957,44.448
99.427,41.821
94.335,49.259
95.431,46.933
96.711,44.472
98.236,41.849
92.993,49.273
94.135,46.953
95.464,44.497
97.044,41.879
91.653,49.286
92.839,46.972
94.216,44.523
95.851,41.911
90.313,49.297
91.543,46.991
92.969,44.549
94.656,41.946
88.974,49.306
90.247,47.008
91.72,44.576
93.46,41.982
87.635,49.314
88.952,47.026
90.471,44.604
92.262,42.021
86.298,49.32
87.657,47.043
89.222,44.632
91.063,42.062
84.961,49.324
86.362,47.059
87.972,44.661
89.862,42.104
83.626,49.327
85.068,47.075
86.722,44.691
88.659,42.149
82.291,49.328
83.774,47.09
85.471,44.721
87.454,42.196
80.958,49.328
82.48,47.104
84.219,44.752
86.248,42.245
79.625,49.325
81.186,47.119
82.967,44.784
85.04,42.296
78.294,49.322
79.893,47.132
81.714,44.816
83.83,42.348
76.963,49.316
78.6,47.145
80.461,44.849
82.618,42.403
75.634,49.309
77.308,47.158
79.207,44.883
81.404,42.46
74.306,49.301
76.016,47.17
77.952,44.917
80.188,42.518
72.979,49.291
74.724,47.181
76.697,44.952
78.97,42.579
71.653,49.279
73.433,47.192
75.441,44.987
77.75,42.641
70.329,49.266
72.142,47.203
74.185,45.023
76.528,42.705
69.005,49.251
70.852,47.213
72.928,45.06
75.303,42.771
67.683,49.235
69.562,47.222
71.67,45.097
74.077,42.838
66.363,49.218
68.272,47.232
70.411,45.135
72.848,42.908
65.043,49.199
66.983,47.24
69.152,45.174
71.618,42.979
63.725,49.178
65.695,47.248
67.892,45.213
70.385,43.052
62.409,49.156
64.407,47.256
66.631,45.252
69.149,43.126
61.094,49.133
63.119,47.263
65.37,45.292
67.912,43.202
59.78,49.109
61.832,47.27
64.107,45.333
66.672,43.279
58.468,49.083
60.545,47.277
62.845,45.374
65.43,43.359
57.157,49.055
59.259,47.283
61.581,45.416
64.186,43.439
55.848,49.027
57.973,47.288
60.317,45.458
62.939,43.521
54.54,48.997
56.688,47.293
59.051,45.501
61.69,43.605
53.234,48.966
55.403,47.298
57.785,45.544
60.439,43.689
51.93,48.934
54.119,47.303
56.519,45.588
59.186,43.776
50.627,48.901
52.835,47.307
55.251,45.632
57.93,43.863
49.326,48.866
51.552,47.31
53.983,45.676
56.672,43.952
48.026,48.831
50.269,47.314
52.714,45.721
55.411,44.042
46.728,48.794
48.987,47.317
51.445,45.767
54.148,44.133
45.432,48.756
47.706,47.319
50.174,45.813
52.883,44.225
44.137,48.717
46.425,47.322
48.903,45.859
51.616,44.318
42.844,48.677
45.144,47.324
47.631,45.905
50.346,44.413
41.553,48.636
43.864,47.326
46.358,45.952
49.074,44.508
40.264,48.595
42.585,47.327
45.084,46
47.8,44.605
38.976,48.552
41.306,47.328
43.81,46.048
46.524,44.702
37.69,48.508
40.028,47.329
42.535,46.096
45.245,44.8
36.406,48.464
38.75,47.33
41.259,46.144
43.964,44.899
35.124,48.419
37.473,47.33
39.982,46.193
42.681,44.999
33.843,48.373
36.197,47.331
38.704,46.242
41.395,45.099
32.565,48.326
34.921,47.331
37.426,46.291
40.107,45.201
31.288,48.278
33.646,47.331
36.147,46.34
38.818,45.303
30.013,48.23
32.371,47.33
34.867,46.39
37.526,45.405
28.74,48.181
31.097,47.33
33.586,46.44
36.231,45.508
27.469,48.132
29.823,47.329
32.305,46.49
34.935,45.612
26.199,48.082
28.55,47.328
31.023,46.541
33.637,45.716
24.932,48.031
27.278,47.327
29.74,46.591
32.336,45.82
23.666,47.98
26.006,47.326
28.456,46.642
31.034,45.925
22.402,47.928
24.735,47.325
27.172,46.693
29.729,46.03
21.14,47.876
23.464,47.324
25.887,46.744
28.423,46.136
19.88,47.824
22.194,47.322
24.601,46.796
27.115,46.242
18.622,47.771
20.924,47.321
23.314,46.847
25.804,46.348
17.366,47.718
19.655,47.319
22.027,46.899
24.492,46.454
16.112,47.665
18.387,47.318
20.739,46.95
23.178,46.56
14.859,47.611
17.119,47.316
19.45,47.002
21.862,46.667
13.609,47.557
15.851,47.314
18.16,47.054
20.544,46.773
12.36,47.503
14.585,47.313
16.87,47.105
19.224,46.879
11.113,47.449
13.318,47.311
15.579,47.157
17.903,46.986
9.8685,47.395
12.053,47.31
14.288,47.209
16.579,47.092
8.6255,47.341
10.787,47.308
12.996,47.261
15.254,47.198
7.3843,47.287
9.5227,47.306
11.703,47.313
13.928,47.304
6.1449,47.232
8.2586,47.305
10.409,47.365
12.6,47.41
4.9074,47.178
6.9949,47.304
9.1148,47.416
11.27,47.515
3.6717,47.124
5.7318,47.302
7.8199,47.468
9.9385,47.62
2.4378,47.07
4.4692,47.301
6.5244,47.52
8.6056,47.725
1.2057,47.017
3.2071,47.3
5.2283,47.572
7.2712,47.83
359.98,46.963
1.9454,47.299
3.9315,47.623
5.9353,47.934
358.75,46.91
0.68425,47.299
2.6342,47.675
4.598,48.037
357.52,46.857
359.42,47.298
1.3362,47.726
3.2593,48.14
356.29,46.805
358.16,47.297
0.037711,47.777
1.9192,48.243
355.07,46.753
356.9,47.297
358.74,47.828
0.57776,48.345
353.85,46.701
355.64,47.297
357.44,47.879
359.24,48.446
352.63,46.65
354.39,47.297
356.14,47.93
357.89,48.547
351.41,46.6
353.13,47.298
354.84,47.98
356.55,48.647
350.19,46.55
351.87,47.298
353.54,48.031
355.2,48.746
348.98,46.5
350.61,47.299
352.24,48.081
353.85,48.844
347.76,46.451
349.35,47.3
350.93,48.131
352.5,48.942
346.55,46.403
348.1,47.302
349.63,48.181
351.15,49.039
345.34,46.356
346.84,47.303
348.33,48.23
349.8,49.135
344.13,46.309
345.58,47.305
347.02,48.279
348.45,49.23
342.92,46.263
344.33,47.308
345.72,48.328
347.1,49.325
341.72,46.218
343.07,47.31
344.41,48.377
345.74,49.418
340.51,46.174
341.82,47.313
343.11,48.425
344.39,49.51
339.31,46.131
340.56,47.316
341.8,48.473
343.03,49.602
338.11,46.089
339.31,47.32
340.5,48.521
341.68,49.692
336.91,46.047
338.05,47.324
339.19,48.569
340.32,49.781
335.7,46.007
336.8,47.328
337.89,48.616
338.96,49.869
334.51,45.968
335.55,47.333
336.58,48.662
337.6,49.956
333.31,45.93
334.29,47.338
335.27,48.709
336.25,50.042
332.11,45.893
333.04,47.344
333.96,48.755
334.89,50.127
330.91,45.857
331.79,47.35
332.66,48.801
333.53,50.21
329.72,45.822
330.53,47.356
331.35,48.846
332.16,50.293
328.53,45.789
329.28,47.363
330.04,48.891
330.8,50.374
327.33,45.757
328.03,47.371
328.73,48.935
329.44,50.453
326.14,45.726
326.77,47.378
327.42,48.98
328.08,50.532
324.95,45.696
325.52,47.387
326.11,49.023
326.72,50.609
323.76,45.668
324.27,47.395
324.8,49.066
325.35,50.685
322.57,45.642
323.02,47.405
323.49,49.109
323.99,50.759
321.38,45.616
321.77,47.414
322.18,49.152
322.62,50.832
320.19,45.592
320.51,47.425
320.87,49.194
321.26,50.904
319,45.57
319.26,47.435
319.56,49.235
319.9,50.974
317.81,45.549
318.01,47.447
318.25,49.276
318.53,51.043
316.62,45.53
316.76,47.459
316.94,49.317
317.17,51.111
315.44,45.512
315.51,47.471
315.63,49.357
315.8,51.177
314.25,45.496
314.25,47.484
314.32,49.397
314.44,51.241
313.06,45.481
313,47.497
313.01,49.436
313.07,51.304
311.87,45.468
311.75,47.511
311.7,49.474
311.71,51.366
310.69,45.457
310.5,47.526
310.39,49.513
310.34,51.426
309.5,45.448
309.24,47.541
309.08,49.55
308.98,51.484
308.31,45.44
307.99,47.557
307.76,49.587
307.61,51.541
307.13,45.433
306.74,47.573
306.45,49.624
306.25,51.596
305.94,45.429
305.49,47.59
305.14,49.66
304.88,51.65
304.75,45.426
304.23,47.607
303.83,49.696
303.52,51.702
303.56,45.425
302.98,47.625
302.52,49.731
302.15,51.753
302.38,45.426
301.73,47.644
301.21,49.765
300.79,51.802
301.19,45.429
300.47,47.663
299.9,49.799
299.43,51.849
300,45.433
299.22,47.683
298.59,49.833
298.06,51.895
298.81,45.439
297.97,47.703
297.27,49.866
296.7,51.939
297.62,45.448
296.71,47.724
295.96,49.898
295.34,51.982
296.43,45.457
295.46,47.746
294.65,49.93
293.98,52.023
295.23,45.469
294.2,47.768
293.34,49.961
292.61,52.062
294.04,45.483
292.95,47.791
292.03,49.992
291.25,52.1
292.85,45.498
291.69,47.814
290.72,50.022
289.89,52.136
291.65,45.516
290.44,47.838
289.41,50.052
288.53,52.171
290.46,45.535
289.18,47.863
288.1,50.081
287.17,52.203
289.26,45.556
287.93,47.888
286.79,50.11
285.81,52.235
288.07,45.579
286.67,47.914
285.48,50.138
284.46,52.264
286.87,45.604
285.41,47.941
284.17,50.165
283.1,52.292
285.67,45.631
284.15,47.968
282.86,50.192
281.74,52.319
284.47,45.66
282.9,47.996
281.55,50.219
280.39,52.343
283.26,45.69
281.64,48.024
280.24,50.245
279.03,52.366
282.06,45.723
280.38,48.053
278.94,50.27
277.68,52.388
280.85,45.757
279.12,48.083
277.63,50.295
276.32,52.408
279.65,45.793
277.86,48.113
276.32,50.319
274.97,52.426
278.44,45.831
276.6,48.144
275.01,50.343
273.62,52.443
277.23,45.871
275.34,48.175
273.7,50.366
272.27,52.458
276.02,45.912
274.08,48.207
272.4,50.389
